48,7731,"Seguros Afirme, S.A. de C.V., Afirme Grupo Financiero",nlanghorne1b@blog.com,9661079133
49,1706,"Seguros Argos, S.A. de C.V.",kisenor1c@ifeng.com,1189643627
50,4878,"Seguros Atlas, S.A.",smurdoch1d@wunderground.com,7195114149
51,9645,"Lincoln National Corporation, S.A. de C.V.",kfearfull1e@seattletimes.com,1409806382
52,1903,"Seguros Azteca, S.A. de C.V.",bjonathon1f@stanford.edu,3776373859
53,1469,"Seguros Banamex, S.A. de C.V., Grupo Financiero Banamex",sreede1g@simplemachines.org,5581218335
54,618,"Seguros Banorte, S.A. de C.V., Grupo Financiero Banorte",jbraniff1h@nih.gov,1882400073
55,4711,"Seguros BBVA Bancomer, S.A. de C.V., Grupo Financiero BBVA Bancomer",lhunt1i@ycombinator.com,1088697024
56,2816,"White Mountains Insurance Group, S.A. de C.V",sveelers1j@csmonitor.com,6729801088
57,672,"Seguros El Potosí, S.A.",bbunny1k@walmart.com,9695931808
58,3960,"Seguros Inbursa, S.A., Grupo Financiero Inbursa",jsunock1l@istockphoto.com,7196396045
59,6262,"Seguros Monterrey New York Life, S.A. de C.V.",cstirling1m@goodreads.com,2037925211
60,870,"Seguros Sura, S.A. de C.V.",vdeverall1n@pagesperso-orange.fr,7917744772
61,1153,"Seguros Ve por Más, S.A., Grupo Financiero Ve por Más",gpalister1o@walmart.com,1694639882
62,4540,"Solunion México Seguros, S.A.",gsherwen1p@barnesandnoble.com,2181668117
63,3934,"Sompo Japan Nipponkoa Insurance de México, S.A. de C.V.",iallder1q@oaic.gov.au,4909946586
64,9957,"SPT, Sociedad de Seguros",NULL,2418245162
65,6644,"Stewart Title Guaranty de México, S.A. de C.V.",sgillard1s@whitehouse.gov,2626473967
66,51,"Thona Seguros, S.A. de C.V.",amatt1t@nyu.edu,7449451654
67,403,"TLÁLOC SEGUROS, S.A.",msuddick1u@posterous.com,5243788524
68,10177,"Tokio Marine, Compañía de Seguros, S.A. de C.V.",fspadelli1v@marriott.com,3365454691
69,9447,"Umbrella Compañia de Seguros, S.A. de C.V.",shankin1w@wordpress.com,4873251095
70,9114,"Virginia Surety Seguros de México, S.A. de C.V.",fhapper1x@dailymail.co.uk,2416508161
71,76,"XL Seguros México, S.A. de C.V.",NULL,6527072384
72,3580,"Santander Seguros México, S.A.",tgantlett1z@biblegateway.com,6697782869
73,3983,"Liberty State Seguros, S.A.",klidgard20@blog.com,5604455917
74,3785,"Zurich, Compañía de Seguros, S.A.",cjonah21@oakley.com,7187614821
5,5748,"Armour Secure Insurance, S.A. de C.V.",armour@secure.com,2957401160
