135,771,694,2,5,5323126378423150,894-UGG,5%
136,772,298,8,3,3331469021886370,459-XXB,12%
137,773,661,20,4,2494462134363320,775-WBF,10%
138,775,10,15,1,7535772776172820,293-VQC,5%
139,779,684,4,5,8151843158996910,875-FYT,10%
140,790,668,14,4,941508211680615,532-ROM,10%
141,794,692,8,5,7800762484240140,381-USV,5%
142,796,694,16,5,6849404935696740,225-OZC,5%
143,801,695,2,5,6889278289650560,567-EHV,5%
144,811,508,15,3,6369862897783090,313-SDH,12%
145,813,668,19,4,4088894391649240,223-XFD,10%
146,815,326,17,2,8722602973891110,789-WQB,10%
147,819,667,13,4,9143783648025310,706-GOD,10%
148,821,95,2,1,6316524093409450,582-SRD,5%
149,826,203,16,2,1369756197639710,014-ZQK,10%
150,828,660,8,4,6859530739359250,659-QNQ,10%
151,829,533,8,2,7423226009905650,951-RBY,10%
152,833,686,8,5,9597739293748340,399-VQP,10%
153,838,694,7,5,5923267058956370,955-CPD,10%
154,839,687,15,5,415414357920192,547-VDI,5%
155,845,664,6,4,2195878386964370,649-RQG,10%
156,847,66,13,1,7209429744538720,556-DWW,10%
157,849,92,10,1,2921659941668200,589-HAC,5%
158,856,314,4,2,999577605206385,381-KOU,10%
159,857,546,1,2,5183518238826790,889-VNU,5%
160,865,569,10,2,6147791530097060,728-ODN,10%
161,868,95,17,1,1677461635005690,317-DAY,10%
162,869,363,5,3,4049085368182720,105-HRA,12%
163,873,684,3,5,6614688154053120,039-MAK,10%
164,876,511,2,2,8169153874606160,659-GOP,10%
165,877,133,13,2,4848684742718570,177-FLO,10%
166,878,494,19,2,1101761513056100,079-CRX,10%
167,882,610,7,3,5535256537625470,438-RCO,12%
168,887,681,9,5,9323112172000810,357-HYC,10%
169,893,65,14,1,3948011456159320,375-AUZ,5%
170,897,683,3,5,6793552640857300,524-MUI,10%
171,901,231,10,2,4057840518348740,333-ILL,5%
172,906,394,20,3,3272586574492500,811-UWO,12%
173,912,533,18,3,1859460214318460,656-LRS,12%
174,919,621,18,3,6059631972765260,060-EKU,12%
175,921,533,19,3,3803410149067960,901-WCE,12%
176,928,655,20,4,8960801952369580,687-WNP,5%
177,931,223,15,2,6551835848576730,568-YKG,10%
178,941,288,5,3,6919582926858240,122-TGT,12%
179,945,610,13,3,8000414879385030,055-CDK,12%
180,946,218,18,2,407468587670900,228-OYF,5%
181,947,400,16,2,5692890028376890,191-XZP,5%
182,951,691,15,5,7377966891577820,744-TAG,10%
183,953,298,18,3,9060674745823680,612-LFE,12%
184,957,675,11,4,7169934395982320,503-VPD,10%
185,965,693,21,5,2211077290375690,295-ZRZ,5%
186,968,394,15,3,6790986325014770,996-HBK,12%
187,969,47,7,1,3482880902203120,946-WMK,10%
188,972,689,7,5,4718477978865520,198-BKM,5%
189,980,580,1,2,1406446367169210,013-PUT,10%
190,995,417,17,2,7132854915751970,341-TLW,5%
191,1013,44,21,1,7920014153107740,289-MIR,10%
192,1021,53,13,1,4755177632867570,210-IQW,10%
193,1025,82,10,1,5538120622840260,924-OWQ,10%
194,1028,692,12,5,9661172666613690,772-UCJ,10%
195,1030,71,20,1,8341015821782200,891-JIT,10%
196,1034,671,3,4,7337257245836190,725-CHK,5%
197,1042,692,13,5,8429864823653010,137-USK,10%
198,1043,340,15,3,231486989994364,971-WIM,12%
199,1051,678,21,5,7205227649226130,421-ANN,10%
200,1052,422,6,2,7086010423120090,009-CJY,10%
201,1053,97,16,1,1884158579096120,868-NCN,10%
202,1062,37,8,1,7354329195976050,957-ZRT,5%
203,1063,483,4,3,2960208210404950,365-QQU,12%
204,1066,695,19,5,8877457088274140,821-YOK,10%
205,1070,15,1,1,4495522353241070,483-RHI,5%
206,1072,670,14,4,709565397430129,169-QUY,10%
207,1076,179,13,2,4593679106174340,385-QTY,10%
208,1079,75,17,1,781887798049000,908-RTU,10%
209,1088,241,4,2,3517938549936560,837-DIF,10%
210,1090,298,10,3,1869538563542590,364-VHC,12%
211,1091,679,4,5,3164873760566840,224-FKR,5%
212,1093,512,5,2,6217061290211120,068-RNN,5%
213,1098,394,8,3,3618417978894840,102-ZQZ,12%
214,1102,165,1,2,2747645278227650,834-TFE,10%
215,1106,610,17,3,980751540489684,602-GEH,12%
216,1113,8,19,1,7883591233511410,243-WTB,5%
217,1116,140,10,2,1770993615222410,600-HOS,10%
218,1124,573,11,2,6206943136492300,395-BIT,10%
219,1129,533,10,3,1267000095339490,016-BXK,12%
220,1131,533,18,3,9992090525084120,802-AJX,12%
221,1146,21,20,1,8243393894508950,604-OCU,10%
222,1149,685,12,5,2223306153888840,987-JWM,10%
223,1157,621,10,3,9824891577165440,531-YLJ,12%
224,1158,681,8,5,4814474726743110,821-ISD,5%
225,1159,19,20,1,2874805434507080,056-HWP,5%
226,1161,394,8,3,6079647151898720,569-HQY,12%
227,1164,675,16,4,3087501998619140,500-UXR,5%
228,1166,83,20,1,2820597348663490,337-YLD,5%
229,1167,105,20,1,6942679946543440,152-OWF,5%
230,1169,16,9,1,936615373927719,617-ZCA,10%
231,1174,690,7,5,6277094294022120,429-BAH,5%
232,1177,671,19,4,7125505740678140,872-QLL,10%
233,1178,508,15,3,4596752959517440,394-KAQ,12%
234,1179,363,3,3,9761884725213610,683-XNM,12%
235,1184,653,7,4,6769303414195020,942-EVQ,10%
236,1186,689,19,5,84528824603185,842-NOC,5%
237,1188,94,11,1,4503282139039760,287-XNP,5%
238,1190,660,16,4,3520971924194330,276-PLJ,10%
239,1191,621,16,3,5913139566341100,563-BMJ,12%
240,1193,687,21,5,958956073156663,796-TYG,5%
241,1199,18,14,1,672702009465261,317-EXC,5%
242,1201,675,15,4,9925370758732870,469-HIX,10%
243,1202,83,19,1,3025816311289750,197-AVP,5%
244,1209,696,11,5,339863637761403,749-PTN,10%
245,1213,665,6,4,7723565329415750,997-QZZ,10%
246,1215,485,14,2,974463432233608,870-QDF,5%
247,1216,672,5,4,2423641309983070,389-BZE,10%
248,1218,108,7,1,3847272952668960,780-LVG,5%
249,1220,213,7,3,6237455787790510,252-EUQ,12%
250,1222,694,1,5,740489083222375,778-MIE,5%
251,1226,67,7,1,1066412681955250,021-FMT,5%
252,1228,657,19,4,5860883574350590,671-RRI,10%
253,1235,213,19,3,9237322131175510,800-YRK,12%
254,1236,659,12,4,9007115376899980,697-PWM,5%
255,1237,661,4,4,6210732340954940,407-RBH,10%
256,1243,37,9,1,8150918541555110,261-PNE,10%
257,1246,363,9,3,8109491705759210,508-IGW,12%
258,1247,666,12,4,515055173498685,775-NJR,5%
259,1249,419,14,2,5649771608111790,970-IYO,10%
260,1255,676,5,4,2146160400924210,739-VOO,10%
261,1264,9,17,1,9065434380559340,467-JZI,5%
262,1267,7,17,1,3206804618988890,215-QNV,5%
263,1271,148,21,2,6634310183855780,579-SGF,5%
264,1274,668,6,4,1082456806642060,371-BWT,5%
265,1284,654,12,4,9540676418743780,306-RMQ,10%
266,1287,103,3,1,1426397190187440,757-TIS,10%
267,1289,45,21,1,6205047983808360,436-JCX,10%
268,1293,678,5,5,7425439698609280,706-WFK,10%
269,1300,3,6,1,1824238232245200,865-XQE,5%
270,1305,278,7,2,5297167788306940,688-MDB,10%
271,1309,34,9,1,7445781155150870,498-XAP,10%
272,1310,514,1,2,6788867170754030,380-JNA,5%
273,1323,35,11,1,7092060585654400,249-XZX,10%
274,1328,692,20,5,7027443840249110,360-NEH,5%
275,1330,12,20,1,8124781980703200,878-PFP,5%
276,1332,363,3,3,2293628446832870,395-UIT,12%
277,1333,91,11,1,1848513738621370,568-WUI,10%
278,1339,667,4,4,5255948166209650,360-YOW,10%
279,1342,483,6,3,7711833874746270,035-FFV,12%
280,1345,20,3,1,5984530045412350,609-LQJ,10%
281,1346,696,17,5,6111223990123470,718-TPN,5%
282,1348,683,7,5,4464717819466350,165-HTK,10%
283,1349,73,10,1,7257171952090060,382-OAH,5%
284,1351,660,6,4,7629312006326900,769-ZWG,10%
285,1353,10,6,1,1469779066102250,170-NBA,5%
286,1354,394,5,3,3653640283692090,447-BWT,12%
287,1356,5,18,1,9560578811648250,921-XJY,5%
288,1366,521,2,2,7208314288384560,010-YOD,10%
289,1373,692,2,5,7917258178099320,226-ZJH,5%
290,1377,36,5,1,5915739776345240,121-PYX,10%
291,1391,654,13,4,872603392487409,038-IWC,10%
292,1395,363,21,3,3698395701669310,319-PUA,12%
293,1397,659,6,4,9551278247379260,127-KOD,10%
294,1399,629,21,2,8843201083715630,005-WSU,10%
295,1400,89,20,1,7244559422870930,633-AUK,5%
296,1402,23,4,1,3473121826239040,262-RQX,5%
297,1403,614,17,2,861920681057859,122-SBZ,5%
298,1407,671,2,4,3695488300761720,126-LMG,10%
299,1408,659,4,4,4708681291181300,342-JYD,5%
300,1410,666,20,4,1072744557235770,309-ZVR,5%
301,1416,533,15,3,1652274023944170,813-KTL,12%
302,1422,324,21,2,9413366612135220,777-EQR,10%
303,1429,678,7,5,5795017570824830,873-XJF,5%
304,1445,653,17,4,6665026387839170,587-DQX,10%
305,1446,213,12,3,4716614991647700,137-DXV,12%
306,1455,91,1,1,6783222708468890,965-KQU,10%
307,1456,213,20,3,4136564131258170,365-GAA,12%
308,1457,621,3,3,8234364439533550,606-CXL,12%
309,1460,677,19,4,4494497165637380,999-AVS,10%
310,1468,575,5,2,357345347836984,090-OQZ,10%
311,1469,354,10,3,5252125404473330,057-QYU,12%
312,1470,241,14,2,605679833052713,426-UIO,10%
313,1485,340,18,3,3618025989014550,190-VGR,12%
314,1486,616,2,2,1247333048684730,224-OVN,5%
315,1489,89,19,1,8741929446758860,081-KZW,5%
316,1492,601,16,3,7401324677037240,127-JGZ,12%
317,1504,638,15,2,6426051120530060,246-IJH,5%
318,1505,660,16,4,5473009155381360,769-ROI,5%
319,1508,692,12,5,6070247221111720,484-FLH,5%
320,1520,678,3,5,2045343422476070,963-KKC,10%
321,1534,671,4,4,2820446318150850,007-HQR,10%
322,1535,697,19,5,8485326960938060,484-POK,5%
323,1536,663,15,4,3908100126441880,143-IZR,5%
324,1550,363,2,3,8654499891519950,359-XSO,12%
325,1557,24,8,1,6120179475942120,002-SOT,10%
326,1560,683,1,5,3939609324462550,823-YIQ,5%
327,1563,394,6,3,8389251058591160,950-BWC,12%
328,1564,693,2,5,6531493900710380,662-LSD,10%
329,1573,376,20,2,6969874851672890,073-QII,10%
330,1576,89,16,1,1687406862104030,732-NUE,10%
331,1579,610,19,3,6936362235188130,212-STS,12%
332,1585,679,6,5,9293050398716040,391-KZV,10%
333,1586,114,6,2,9944468787849960,542-NCJ,10%
334,1588,643,1,2,9586875149890680,512-WSM,10%
335,1595,670,20,4,6936576639871660,612-SWU,5%
336,1596,657,20,4,847539627462707,498-ZUP,10%
337,1602,108,10,1,2421200237538330,458-MUQ,5%
338,1604,696,9,5,5716633538292290,483-NUQ,5%
339,1614,288,5,3,7672253551743760,886-IZW,12%
340,1619,601,19,3,409900236301815,092-ZMH,12%
341,1629,658,21,4,9534162595531240,788-JXV,5%
342,1633,688,3,5,309546606890024,366-HGQ,10%
343,1636,687,10,5,4417093922583890,955-BRS,5%
344,1638,32,3,1,5650890079110380,805-UOJ,10%
345,1660,403,3,2,8977950327335720,868-OYC,10%
346,1664,88,10,1,363710072383412,466-YUQ,5%
347,1667,567,18,2,2809939532119950,617-CGR,5%
348,1681,213,6,3,1661198019146700,689-QNO,12%
349,1683,621,6,3,6465714263197350,129-MAB,12%
350,1685,674,21,4,1822606835588740,376-EOX,10%
351,1686,623,17,2,7535316535723240,330-QEN,10%
352,1687,670,7,4,9697636252314580,052-PDR,5%
353,1689,298,12,3,6836517982653420,279-VBS,12%
354,1691,194,19,2,9570070040648880,775-BSO,5%
355,1692,653,5,4,7498112803094490,965-HKS,10%
356,1694,660,1,4,4438727017951450,234-ZXW,10%
357,1706,68,7,1,9707204240654430,470-LZF,10%
358,1707,621,11,3,6812007073672950,381-LBS,12%
359,1713,60,6,1,9689304744077300,120-QHA,10%
360,1714,684,14,5,3881072733099440,538-TJJ,5%
361,1719,191,16,2,7319693287344030,389-QCB,5%
362,1721,680,11,5,7168318875301580,151-DWS,5%
363,1725,483,19,3,5635612956184080,665-FGM,12%
364,1728,288,8,3,9476005514797110,609-YOF,12%
365,1731,658,17,4,2161553390482200,773-HEU,5%
366,1742,691,19,5,164719957940531,594-UAD,5%
367,1749,621,9,3,1355576436911500,749-IUN,12%
368,1751,662,11,4,9622514800869360,419-XCH,5%
369,1752,102,14,1,7126582212829570,946-ZZZ,5%
370,1757,394,17,3,8860809642827010,640-HIG,12%
371,1768,621,6,3,1359556480982040,110-RFI,12%
372,1769,645,1,2,3368449265054860,398-MGR,5%
373,1778,292,2,2,8534928181418750,907-EEI,10%
374,1781,29,4,1,7584011281830790,071-LWB,5%
375,1794,669,2,4,1405818590963560,310-QMY,10%
376,1795,31,11,1,6606863775922910,489-CUJ,10%
377,1799,696,21,5,2541460749420290,705-MOO,10%
378,1805,670,14,4,5582468914565870,147-QGY,5%
379,1806,694,6,5,548396757298673,075-VLA,5%
380,1810,678,19,5,8905963625313310,225-CWE,10%
381,1811,98,13,1,1928123485152300,915-ADG,10%
382,1817,671,10,4,1502381233375670,225-NIH,5%
383,1832,301,11,2,6523908905835130,742-OPE,5%
384,1842,658,13,4,7207084761584050,580-DBZ,10%
385,1847,6,2,1,6214955831337660,879-HSK,5%
386,1850,684,11,5,8351089591960140,536-CAI,10%
387,1855,382,10,2,9370562175649930,666-GIY,5%
388,1856,657,3,4,9589006276017410,468-VAR,10%
389,1858,6,4,1,7072607649116040,844-OIC,10%
390,1867,298,21,3,2224722661913790,765-GSW,12%
391,1878,697,12,5,6142995173570870,347-WMO,5%
392,1886,58,21,1,1386987063290140,182-BOZ,5%
393,1888,659,12,4,2873572494008520,888-NCK,10%
394,1899,103,20,1,9387910683402110,704-PHQ,5%
395,1901,696,11,5,2722235950592890,774-BWL,5%
396,1904,459,1,2,2781525987206140,141-ZJH,10%
397,1907,257,1,2,5010890701753560,847-IRG,5%
398,1915,479,3,2,4145330224100600,984-LRU,5%
399,1916,560,12,3,5027524165020310,643-PMO,12%
400,1918,93,15,1,2151665831938250,426-MMF,5%
401,1919,354,14,3,5621196473538780,668-MGE,12%
402,1920,689,4,5,8782956720330980,129-VTG,5%
403,1923,508,11,3,2222484232743860,665-CSD,12%
404,1930,270,12,2,7514337808493810,487-CYF,10%
405,1934,508,2,3,7584503477298580,632-WQI,12%
406,1935,601,1,3,3966546461800680,940-LUO,12%
407,1940,188,8,2,9158260861181930,851-PBX,10%
408,1942,659,2,4,3579085491711490,440-NBX,10%
409,1943,288,19,3,1413890255443890,037-ETE,12%
410,1955,688,3,5,6029078427642770,651-QTW,10%
411,1969,3,17,1,5668714402340310,741-YTS,5%
412,1970,340,11,3,3273838439759030,705-JOS,12%
413,1977,696,3,5,7426853893451340,686-BUN,10%
414,1985,621,20,3,126972621470272,255-HID,12%
415,1990,672,13,4,2377670581472710,758-LCD,10%
416,1993,354,6,3,4851222936560350,648-IEG,12%
417,1997,659,11,4,5325538586769860,315-RKT,5%
418,2000,82,7,1,4488749393224470,813-AEF,10%
419,2006,656,16,4,9828794503486760,420-OPE,10%
420,2008,682,18,5,7433007741883510,372-JRD,10%
421,2010,683,19,5,3320069134961320,333-POY,5%
422,2019,19,2,1,3265531641276320,924-WYP,5%
423,2030,124,4,2,315793684862609,353-XOH,5%
424,2041,533,5,3,33120617108042,248-ASP,12%
425,2042,610,13,3,7118616654347670,875-FTO,12%
426,2044,659,11,4,3972303265411110,768-SNJ,10%
427,2047,663,5,4,325525018936152,274-UHS,10%
428,2053,73,21,1,6439260922718530,204-RJV,5%
429,2056,663,17,4,9864728980659350,583-WAY,5%
430,2058,661,11,4,5102063795376720,950-LUL,5%
431,2063,423,10,2,4989292147664050,372-BPB,5%
432,2066,288,15,3,3673334411380010,573-EWK,12%
433,2068,659,19,4,746299933373848,936-KMP,5%
434,2069,6,5,1,4910001688939940,329-XKV,5%
435,2073,354,9,3,8617171109916970,112-DDC,12%
436,2076,693,19,5,1068985808673440,068-TWY,5%
437,2087,354,20,3,4019176053905020,780-BOZ,12%
438,2098,654,5,4,7511104085297560,616-DAM,5%
439,2102,37,7,1,1409547678193430,878-FHP,5%
440,2103,690,15,5,5940192200460990,892-PDX,10%
441,2105,653,5,4,918470068584090,427-NDX,5%
442,2108,692,10,5,4308332102905920,999-GDU,5%
443,2121,697,18,5,11292972152086,543-VPT,5%
444,2133,35,1,1,9246558503884100,211-ATN,5%
445,2134,695,7,5,3210250122245000,303-XMN,10%
446,2136,621,13,3,6292740492690870,552-KLQ,12%
447,2147,83,20,1,2532621993027510,103-LJP,5%
448,2149,9,13,1,1749410890317450,961-BWO,5%
449,2151,477,3,2,8663921751774690,123-XIQ,5%
450,2152,213,8,3,2198082575097230,685-FGI,12%
451,2156,507,2,2,1455847619234340,107-FUY,5%
452,2158,88,7,1,4441015692623680,391-IRT,5%
453,2161,694,21,5,249715020531605,859-ZFT,10%
454,2164,556,17,2,8099568553218540,449-QDF,5%
455,2173,359,14,2,1137674008416740,353-NQQ,5%
456,2188,151,2,2,7760076161656850,852-QMV,10%
457,2194,660,5,4,5885666749762300,719-WZK,10%
458,2195,659,6,4,2636640944909070,967-GFB,5%
459,2198,186,3,2,4849486162334590,713-FVE,10%
460,2200,667,20,4,8664686719850390,340-GBN,10%
461,2205,173,5,2,1809863789717060,445-IWP,5%
462,2209,664,16,4,2853691691584880,925-SIO,10%
463,2217,680,3,5,3184155044348350,465-NYR,10%
464,2221,657,6,4,9603221522797480,304-REP,5%
465,2223,214,14,2,3356835947258780,821-LNN,10%
466,2224,669,19,4,2584215617340800,610-RMP,10%
467,2242,394,17,3,3453027274246420,286-ZLA,12%
468,2253,675,16,4,4946961359883960,775-CMS,5%
469,2255,338,2,2,6364990282992530,701-XUV,10%
470,2262,21,4,1,7385290432252230,623-IDQ,10%
471,2266,354,8,3,7298317983535190,831-BYC,12%
472,2268,681,5,5,8086323329522230,669-BIK,10%
473,2274,107,17,1,6493229129000790,465-BOA,5%
474,2305,214,8,2,3628584067088570,161-UEN,5%
475,2312,692,4,5,3896378749011940,443-QCC,10%
476,2314,181,1,2,4559415067139340,937-OKI,5%
477,2316,72,18,1,7928320148404580,679-MIX,10%
478,2317,12,11,1,778816990297771,003-OAQ,5%
479,2319,690,8,5,6331718119260240,004-MSY,10%
480,2324,19,13,1,736622317102463,028-XHI,5%
481,2328,656,18,4,1804240252916890,964-VYZ,5%
482,2356,644,14,2,9812781178776350,099-YCU,5%
483,2363,24,19,1,7104776511699020,106-UXO,5%
484,2365,662,7,4,5052086439355680,816-ILS,5%
485,2373,52,7,1,4577136028970890,848-HEF,5%
486,2376,692,7,5,4663989860365920,046-CJK,5%
487,2378,45,20,1,6303450103225240,073-ZQN,10%
488,2383,560,10,3,4548781989225910,177-ZUA,12%
489,2384,541,11,2,9456223930404570,351-GTC,10%
490,2386,242,13,2,2390015666286230,852-TZV,10%
491,2388,676,14,4,2800995635692580,869-NKV,10%
492,2390,213,11,3,3990346910135490,546-EDB,12%
493,2403,682,19,5,4632060372655360,129-LPP,10%
494,2406,667,2,4,401335766493854,976-EPC,5%
495,2409,523,13,2,6797116905052310,539-MHK,5%
496,2414,586,13,2,6853895773136640,595-QAX,10%
497,2422,695,21,5,8724113390176040,401-VPV,10%
498,2423,340,16,3,5499705808970020,405-SVA,12%
499,2424,656,19,4,7565642599555130,628-MXU,10%
500,2427,394,12,3,7994780618000740,505-GRC,12%
501,2433,483,5,3,2323485132182780,327-KZZ,12%
502,2438,180,21,2,54882137847327,956-LLH,10%
503,2440,374,11,2,8822411291921790,151-EVV,10%
504,2446,674,2,4,976307784413220,134-RMW,5%
505,2453,698,14,5,6986232886363290,696-HWZ,10%
506,2457,50,5,1,1667644848535460,279-VXB,5%
507,2463,664,14,4,4088565338369450,664-VAY,5%
508,2465,653,19,4,1817039415539670,335-IMM,5%
509,2470,688,20,5,6376376886001770,276-GCX,5%
510,2473,670,3,4,3014433932335230,900-GAZ,5%
511,2474,111,3,1,6723519134519350,821-ACJ,5%
512,2475,663,18,4,4558848329923020,213-PJQ,10%
513,2478,663,6,4,8642550468467390,682-JCX,5%
514,2488,483,9,3,1308417443688780,574-BES,12%
515,2493,492,1,2,2515851552187260,581-PAZ,5%
516,2495,694,7,5,4750125010517620,680-MHO,10%
517,2501,70,19,1,4248042557723770,407-QZJ,10%
518,2504,483,5,3,4518631465274050,930-EWQ,12%
519,2508,340,17,3,220685319010357,340-VNI,12%
520,2513,674,17,4,2196041911579210,585-WTJ,10%
521,2519,311,15,2,9241977860709160,403-PJU,5%
522,2526,685,1,5,4308568514644250,045-GRH,10%
523,2529,64,4,1,8256290273133020,785-XGZ,10%
524,2532,621,18,3,7505654149670910,591-WRQ,12%
